#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
SHORT_TECH_APP_INFANTRY_6_NAME;Semi-Modern;Semi-Moderne;Semi-moderna;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_INFANTRY_7_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííèå;;;x
SHORT_TECH_APP_INFANTRY_8_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâûå;;;x
SHORT_TECH_APP_INFANTRY_9_NAME;Improved;II;Potenziata;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_INFANTRY_10_NAME;Advanced;III;Avanzata;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_INFANTRY_11_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííèå;;;x
SHORT_TECH_APP_INFANTRY_12_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâûå;;;x
SHORT_TECH_APP_INFANTRY_13_NAME;Improved ;II;Potenziata;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_INFANTRY_14_NAME;Advanced;III;Avanzata;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_INFANTRY_15_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_INFANTRY_16_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_INFANTRY_17_NAME;Improved;II;Potenziata;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_INFANTRY_18_NAME;Advanced;III;Avanzata;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_INFANTRY_19_NAME;Great War;Grande Guerre;Grande Guerra;De la Gran Guerra;Vorkriegs;Z I w. œw.;;ÏÌÂ;;;x
SHORT_TECH_APP_INFANTRY_20_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_INFANTRY_21_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_INFANTRY_22_NAME;Semi-Motorized;Semi-motorisé;Semi-motorizzata;Semimotorizada;Halbmotorisierte;Czêœæ. Zmot.;;Ïîëóìîòîðèçèðîâ.;;;x
SHORT_TECH_APP_INFANTRY_23_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_INFANTRY_24_NAME;Improved;II;Potenziata;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_INFANTRY_25_NAME;Advanced;III;Avanzata;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_INFANTRY_26_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_INFANTRY_27_NAME;Improved;II;Potenziata;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_INFANTRY_28_NAME;Advanced;III;Avanzata;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_INFANTRY_29_NAME;Semi-Modern;Semi-Moderne;Semi-moderna;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_INFANTRY_30_NAME;Armored Cavalry;Cavalerie blindée;Cavalleria corazzata;Caballería blindada;Gepanzerte;Opanc. Kawaleria;;Áðîíåêàâàëåðèÿ;;;x
SHORT_TECH_APP_INFANTRY_31_NAME;Rear Area Dumps;Abris zone arrière;Magazzini retrovie;Depósitos retaguardia;Hinteres Depot;Obw. Wêz³y mag.;;Òûëîâûå ñêëàäû;;;x
SHORT_TECH_APP_INFANTRY_32_NAME;Deep Logistics;Logistique précise;Logistica di profondità;Logística exhaustiva;Kompl. Logistik;Zapl. Logistyczne;;Ãëóáîêîå ñíàáæåíèå;;;x
SHORT_TECH_APP_INFANTRY_33_NAME;Frontline Supply;Approv. 1ére ligne;Rifornimento del fronte;Abastecim. en el frente;Frontversorgung;Zaop. Frontowe;;Ñíàáæ.ëèíèè ôðîíòà;;;x
SHORT_TECH_APP_INFANTRY_34_NAME;Rear Area Repair;Répar. zone arrière;Riparazioni retrovie;Reparación en retaguardia;Hintere Reparatur;Warszt. Odwodowe;;Òûëîâîé ðåìîíò;;;x
SHORT_TECH_APP_INFANTRY_35_NAME;Deep Repair Organization;Org. profonde répar.;Riparazioni approfondite;Org. reparación exhaustiva;Kompl. Rep.-Org.;Zapl. Naprawcze;;Îðã.òûëîâ.ðåìîíòà;;;x
SHORT_TECH_APP_INFANTRY_36_NAME;Frontline Repair;Répar. 1ère ligne;Riparazioni al fronte;Reparación en el frente;Frontreparatur;Naprawa frontowa;;Ðåìîíò íà ëèí.ôðîíòà;;;x
SHORT_TECH_APP_ARMOR_1_NAME;Great War;Grande Guerre;Grande Guerra;De la Gran Guerra;Vorkriegs;Z I w. œw.;;ÏÌÂ;;;x
SHORT_TECH_APP_ARMOR_2_NAME;Tankette;Petit char;Tankette;Tanqueta;Tankette;Tankietka;;Òàíêåòêè;;;x
SHORT_TECH_APP_ARMOR_3_NAME;Early;Premier;Rudimentale;Temprano;Früher;Wczesny;;Ðàííèå;;;x
SHORT_TECH_APP_ARMOR_4_NAME;Basic;I;Di base;Básico ;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_ARMOR_5_NAME;Improved;II;Potenziato;Mejorado ;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_ARMOR_6_NAME;Advanced ;III;Avanzato;Avanzado ;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_7_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_ARMOR_8_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_ARMOR_9_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_10_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_ARMOR_11_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_ARMOR_12_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_13_NAME;Super Heavy;Ultra-lourd;Super pesante;Superpesado;Superschwerer;Bardzo ciê¿ki;;Ñâåðõòÿæåëûå;;;x
SHORT_TECH_APP_ARMOR_14_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderno;Halbmoderner;Powojenny;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_ARMOR_15_NAME;Basic;I;Di base;Básico;Einfaches;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_ARMOR_16_NAME;Improved;II;Potenziato;Mejorado;Verbessertes;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_ARMOR_17_NAME;Early;Premier;Rudimentale;Temprano;Früher;Wczesny;;Ðàííÿÿ;;;x
SHORT_TECH_APP_ARMOR_18_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_19_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_20_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_21_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderno;Halbmoderner;Powojenny;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_ARMOR_22_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_ARMOR_23_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_24_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_25_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_26_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_27_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_28_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_29_NAME;Great War Light;Lég. Grande Guerre;Grande Guerra leggero;Ligera Gran Guerra;Le. Vorkriegs;Lekka I wojny;;ÏÌÂ (ëåãêàÿ);;;x
SHORT_TECH_APP_ARMOR_30_NAME;Great War Medium;Mo. Grande Guerre;Grande Guerra medio;Media Gran Guerra;M. Vorkriegs;Œrednia I wojny;;ÏÌÂ (ñðåäíÿÿ);;;x
SHORT_TECH_APP_ARMOR_31_NAME;Great War Heavy;Lo. Grande Guerre;Grande Guerra pesante;Pesada Gr. Guerra;Schw. Vorkriegs;Ciê¿ka I wojny;;ÏÌÂ (òÿæåëàÿ);;;x
SHORT_TECH_APP_ARMOR_32_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_ARMOR_33_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_34_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_35_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_36_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_ARMOR_37_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_38_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_39_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_40_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_ARMOR_41_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_42_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_43_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_44_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_ARMOR_45_NAME;Great War;Grande Guerre;Grande Guerra;De la Gran Guerra;Vorkriegs;Z I w. œw.;;ÏÌÂ;;;x
SHORT_TECH_APP_ARMOR_46_NAME;Early;Premier;Rudimentale;Temprana;Frühe;Wczesna;;Ðàííÿÿ;;;x
SHORT_TECH_APP_ARMOR_47_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâàÿ;;;x
SHORT_TECH_APP_ARMOR_48_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííàÿ;;;x
SHORT_TECH_APP_ARMOR_49_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_50_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííàÿ;;;x
SHORT_TECH_APP_ARMOR_51_NAME;Basic;I;Di base;Básica;Einfache;Podstawowa;;Áàçîâûå;;;x
SHORT_TECH_APP_ARMOR_52_NAME;Improved;II;Potenziato;Mejorada;Verbesserte;Ulepszona;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_ARMOR_53_NAME;Advanced;III;Avanzato;Avanzada;Fortschrittliche;Zaawansowana;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_ARMOR_54_NAME;Semi-Modern;Semi-Moderne;Semi-moderno;Semimoderna;Halbmoderne;Powojenna;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_1_NAME;Interwar;Grande Guerre;Grande Guerra;De Entreguerras;Vorkriegs;Z I w. œw.;;Ïðåäâîåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_2_NAME;Early;Premier;Rudimentale;Temprano;Früher;Wczesny;;Ðàííèå;;;x
SHORT_TECH_APP_AIRCRAFT_3_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_4_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_5_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_6_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_7_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_8_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_9_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_10_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_11_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_12_NAME;Interwar;Grande Guerre;Grande Guerra;De Entreguerras;Vorkriegs;Z I w. œw.;;Ïðåäâîåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_13_NAME;Early;Premier;Rudimentale;Temprano;Früher;Wczesny;;Ðàííèå;;;x
SHORT_TECH_APP_AIRCRAFT_14_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_15_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_16_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_17_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_18_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_19_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_20_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_21_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_22_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_23_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_24_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_25_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_AIRCRAFT_26_NAME;Basic;I;Di base;Básico;Einfacher;Podstawowy;;Áàçîâûå;;;x
SHORT_TECH_APP_AIRCRAFT_27_NAME;Improved;II;Potenziato;Mejorado;Verbesserter;Ulepszony;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_AIRCRAFT_28_NAME;Advanced;III;Avanzato;Avanzado;Fortschrittlicher;Zaawansowany;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_1_NAME;Great War Destroyer;Destroyer GG;Cacciatorpediniere da battaglia grande;Destr. de la GG;Vorkriegs;Niszczyciel I wœ.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_2_NAME;Early Destroyer;Premier destroyer;Cacciatorpediniere rudimentale;Destr. temprano;Früher;Wcz. niszczyciel;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_3_NAME;Basic Destroyer;Destroyer I;Cacciatorpediniere di base;Destructor básico;Einfacher;Podst. niszcz.;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_4_NAME;Improved Destroyer;Destroyer II;Cacciatorpediniere potenziato;Destr. mejorado;Verbesserter;Ulepsz. niszcz.;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_5_NAME;Advanced Destroyer;Destroyer III;Cacciatorpediniere avanzato;Destr. avanzado;Fortschrittlicher;Zaaw. niszcz.;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_6_NAME;Semi-Modern Destroyer;Dest. semi-moderne;Cacciatorpediniere semi-moderno;Destr. semimoderno;Halbmoderner;Powojenny niszcz.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_7_NAME;Great War Light Cruiser;Croiseur léger GG;Incrociatore leggero della Grande Guerra;Cr. L. de la GG;Vorkriegs;Lekki kr¹¿. I wœ.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_8_NAME;Early Light Cruiser;1er croiseur léger ;Incrociatore leggero rudimentale;Cr. L. temprano;Früher;Wcz. lekki kr¹¿.;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_9_NAME;Basic Light Cruiser;Croiseur léger I;Incrociatore leggero di base;Cr. L. básico;Einfacher;Pod. lekki kr¹¿.;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_10_NAME;Improved Light Cruiser;Croiseur léger II;Incrociatore leggero potenziato;Cr. L. mejorado;Verbesserter;Ulep. lekki kr¹¿.;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_11_NAME;Advanced Light Cruiser;Croiseur léger III;Incrociatore leggero avanzato;Cr. L. avanzado;Fortschrittlicher;Zaaw. lekki kr¹¿.;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_12_NAME;Semi-Modern Light Cruiser;Cr. l. semi-moderne;Incrociatore leggero semi-moderno;Cr. L. semimoderno;Halbmoderner;Powoj. lek. kr.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_13_NAME;Great War Heavy Cruiser;Croiseur lourd GG;Incrociatore pesante della Grande Guerra;Cr. P. de la GG;Vorkriegs;Ciê¿ki kr¹¿. I wœ.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_14_NAME;Early Heavy Cruiser;1er croiseur lourd;Incrociatore pesante rudimentale;Cr. P. temprano;Früher;Wcz. ciê¿k. kr¹¿.;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_15_NAME;Basic Heavy Cruiser;Croiseur lourd I;Incrociatore pesante di base;Cr. P. básico;Einfacher;Podst. ciê¿k. kr¹¿.;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_16_NAME;Improved Heavy Cruiser;Croiseur lourd II;Incrociatore pesante migliorato;Cr. P. mejorado;Verbesserter;Ulepsz. ciê¿k. kr¹¿.;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_17_NAME;Advanced Heavy Cruiser;Croiseur lourd III;Incrociatore pesante avanzato;Cr. P. avanzado;Fortschrittlicher;Zaaw. ciê¿k. kr¹¿.;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_18_NAME;Semi-Modern Heavy Cruiser;Cr. lo. semi-moderne;Incrociatore pesante semi-moderno (CL);Cr. P. semimoderno;Halbmoderner;Powoj. ciê¿. kr.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_19_NAME;Great War Battlecruiser;Cr. CC Grande Guerre;Incrociatore da guerra della Grande Guerra;Cr. B. de la GG;Vorkriegs;Kr¹¿. liniowy z I wœ.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_20_NAME;Early Battlecruiser;Premier croiseur CC;Incrociatore da guerra rudimentale;Cr. B. temprano;Früher;Wczesny kr¹¿. lin.;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_21_NAME;Basic Battlecruiser;Croiseur CC I;Incrociatore da guerra di base;Cr. B. básico;Einfacher;Podst. kr¹¿. lin.;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_22_NAME;Improved Battlecruiser;Croiseur CC II;Incrociatore da guerra potenziato;Cr. B. mejorado;Verbesserter;Ulepszony kr¹¿. lin.;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_23_NAME;Advanced Battlecruiser;Croiseur CC III;Incrociatore da guerra avanzato;Cr. B. avanzado;Fortschrittlicher;Zaaw. kr¹¿. lin.;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_24_NAME;Semi-Modern Battlecruiser;Cr. CC semi-moderne;Incrociatore da guerra semi-moderno;Cr. B. semimoderno;Halbmoderner;Powoj. kr. lin.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_25_NAME;Great War Battleship;Cuirassé GG;Corazzata della Grande Guerra;Acorazado de la GG;Vorkriegs;Pancernik z I w. œw.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_26_NAME;Early Battleship;Premier cuirassé;Corazzata rudimentale;Acoraz. temprano;Frühes;Wczesny pancernik;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_27_NAME;Basic Battleship;Cuirassé I;Corazzata di base;Acorazado básico;Einfaches;Podst. pancernik;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_28_NAME;Improved Battleship;Cuirassé II;Corazzata potenziata;Acoraz. mejorado;Verbessertes;Ulepsz. pancernik;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_29_NAME;Advanced Battleship;Cuirassé III;Corazzata avanzata;Acoraz. avanzado;Fortschrittliches;Zaaw. pancernik;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_30_NAME;Semi-Modern Battleship;Cuir. semi-moderne;Corazzata semi-moderna;Acoraz. semimoderno;Halbmodernes;Powoj. panc.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_31_NAME;Super Heavy Battleship;Cuirassé ultra-lourd;Corazzata pesante super;Acoraz. superpesado;Superschweres;Ciê¿ki pancernik;;Ñâåðõòÿæåëûå;;;x
SHORT_TECH_APP_NAVAL_32_NAME;Great War Air Carrier;Trans. Grande Guerre;Portaerei della Grande Guerra;Portaav. de la GG;Vorkriegs;Lotnisk. z I wœ.;;ÏÌÂ;;;x
SHORT_TECH_APP_NAVAL_33_NAME;Early Air Carrier;1er porte-avions;Portaerei rudimentale;Portaav. temprano;Früher;Wczesny lotnisk.;;Ðàííèå;;;x
SHORT_TECH_APP_NAVAL_34_NAME;Basic Air Carrier;Porte-avions I;Portaerei di base;Portaav. básico;Einfacher;Podst. lotnisk.;;Áàçîâûå;;;x
SHORT_TECH_APP_NAVAL_35_NAME;Improved Air Carrier;Porte-avions II;Portaerei potenziata;Portaav. mejorado;Verbesserter;Ulepszony lotnisk.;;Óëó÷øåííûå;;;x
SHORT_TECH_APP_NAVAL_36_NAME;Advanced Air Carrier;Porte-avions III;Portaerei avanzata;Portaav. avanzado;Fortschrittlicher;Zaaw. lotnisk.;;Óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_37_NAME;Heavy Advanced Air Carrier;Porte-avions lourd III;Portaerei pesante avanzata;PAv. avanzado pesado;Schwerer;Ciê¿ki lotnisk.;;Òÿæ.óñîâåðøåíñò.;;;x
SHORT_TECH_APP_NAVAL_38_NAME;Super Heavy Advanced Air Carrier;P-A ultra-lourd III;Portaerei super pesante avanzata;PAv. avanzado superpesado;Superschwerer;B. ciê¿ki lotnisk.;;Ñâåðõòÿæ.óñîâåðø.;;;x
SHORT_TECH_APP_NAVAL_39_NAME;Semi-Modern Air Carrier;P-A semi-moderne;Portaerei semi-moderna;PAv. semimoderno;Halbmoderner;Powoj. lotnisk.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_NAVAL_40_NAME;Dive Boat;Navire amphibie;Nave da immersione;Barco sumergible;Tauchboot;£ódŸ nurkowa;;Ýêñïåðèìåíòàëüíûå;;;x
SHORT_TECH_APP_NAVAL_41_NAME;Short Range Submarine;SS courte portée;Sottomarino di breve raggio;Sub. corto alcance;Kurzstrecken;Podw. blisk. zas.;;Ìàëîé äàëüíîñòè;;;x
SHORT_TECH_APP_NAVAL_42_NAME;Medium Range Submarine;SS portée moyenne;Sottomarino di medio raggio;Sub. medio alcance;Mittelstrecken;Podw. œr. zas.;;Ñðåäíåé äàëüíîñòè;;;x
SHORT_TECH_APP_NAVAL_43_NAME;Long Range Submarine;SS portée longue;Sottomarino di lungo raggio;Sub. gran alcance;Langstrecken;Podw. dal. zas.;;Áîëüøîé äàëüíîñòè;;;x
SHORT_TECH_APP_NAVAL_44_NAME;Electro Submarine;SS électrique;Sommergibile elettrico;Sub. eléctrico;Elektro;Elektr. okr. podw.;;Ýëåêòðè÷åñêèå;;;x
SHORT_TECH_APP_NAVAL_45_NAME;Semi-Modern Submarine;SS semi-moderne;Sottomarino semi-moderno;Sub. semimoderno;Halbmodernes;Powoj. podw.;;Ïîëóñîâðåìåííûå;;;x
SHORT_TECH_APP_INDUSTRY_1_NAME;Modern;Moderne;Moderno;Moderno;Modern;Nowoczesne;;Ñîâðåìåííîå;;;x
